Index,File,Ext,Lines,Imports,Exports,FunctionSites,BrowserGlobalRefs,FindingCount,MaxScore,TopFinding,EvidenceLine,RequiredHardFix
111,bobercad/app/rendering/interaction/plate-sketch/drag-edit-mutations.mjs,.mjs,187,1,1,33,0,0,0,none,,
112,bobercad/app/rendering/interaction/plate-sketch/drag-edit-overlays.mjs,.mjs,585,8,2,22,0,0,0,none,,
113,bobercad/app/rendering/interaction/plate-sketch/drag-edit-snap.mjs,.mjs,482,8,21,43,0,0,0,none,,
114,bobercad/app/rendering/interaction/plate-sketch/drag-edit-targets.mjs,.mjs,117,8,9,10,0,0,0,none,,
115,bobercad/app/rendering/interaction/plate-sketch/relation-display.mjs,.mjs,33,0,8,5,0,0,0,none,,
116,bobercad/app/rendering/interaction/plate-sketch/sketch-edit-geometry.mjs,.mjs,78,1,15,16,0,0,0,none,,
117,bobercad/app/rendering/interaction/pointer-plane-point.mjs,.mjs,19,2,2,2,0,0,0,none,,
118,bobercad/app/rendering/interaction/reference-plane-edit-controller.mjs,.mjs,233,2,1,21,0,0,0,none,,
119,bobercad/app/rendering/interaction/selection-controller.mjs,.mjs,105,2,1,15,0,0,0,none,,
120,bobercad/app/rendering/interaction/sketch-create-controller.mjs,.mjs,196,4,1,23,0,0,0,none,,
121,bobercad/app/rendering/interaction/snap-candidate-providers.mjs,.mjs,1232,7,2,89,0,0,0,none,,
122,bobercad/app/rendering/interaction/snap-diagnostics.mjs,.mjs,36,0,2,2,0,0,0,none,,
123,bobercad/app/rendering/interaction/snap-manager.mjs,.mjs,344,7,1,35,0,0,0,none,,
124,bobercad/app/rendering/interaction/snap-profiles.mjs,.mjs,225,0,7,18,0,0,0,none,,
125,bobercad/app/rendering/interaction/snap-selection-manager.mjs,.mjs,169,1,2,20,0,0,0,none,,
126,bobercad/app/rendering/interaction/snap-visibility-policy.mjs,.mjs,285,2,5,31,0,0,0,none,,
127,bobercad/app/rendering/interaction/trim-create-controller.mjs,.mjs,56,0,1,7,0,0,0,none,,
128,bobercad/app/rendering/interaction/work-plane-controller.mjs,.mjs,153,5,1,14,0,0,0,none,,
129,bobercad/app/rendering/scene/README.md,.md,10,0,0,0,0,0,0,none,,
130,bobercad/app/rendering/scene/authoring/authoring-primitives.mjs,.mjs,16,1,2,2,0,0,0,none,,
131,bobercad/app/rendering/scene/authoring/member-axis-space.mjs,.mjs,67,3,6,12,0,0,0,none,,
132,bobercad/app/rendering/scene/authoring/member-manipulator-overlays.mjs,.mjs,129,0,1,11,0,0,0,none,,
133,bobercad/app/rendering/scene/authoring/member-overlays.mjs,.mjs,345,7,3,18,0,0,0,none,,
134,bobercad/app/rendering/scene/authoring/snap-overlays.mjs,.mjs,184,3,6,22,0,0,0,none,,
135,bobercad/app/rendering/scene/plate-bend-geometry.mjs,.mjs,145,3,1,10,0,0,0,none,,
136,bobercad/app/rendering/scene/scene-annotation-metadata.mjs,.mjs,157,3,15,30,0,0,0,none,,
137,bobercad/app/rendering/scene/scene-datum-reference-assembly.mjs,.mjs,255,10,3,21,0,0,0,none,,
138,bobercad/app/rendering/scene/scene-feature-cutters.mjs,.mjs,129,6,3,12,0,0,0,none,,
139,bobercad/app/rendering/scene/scene-geometry-builder.mjs,.mjs,145,10,1,8,0,0,0,none,,
140,bobercad/app/rendering/scene/scene-line-face-assembly.mjs,.mjs,250,5,14,47,0,0,0,none,,
141,bobercad/app/rendering/scene/scene-member-geometry-adapters.mjs,.mjs,404,12,6,34,0,0,0,none,,
142,bobercad/app/rendering/scene/scene-object-geometry-adapters.mjs,.mjs,292,12,5,15,0,0,0,none,,
143,bobercad/app/rendering/scene/scene-object-visibility.mjs,.mjs,23,1,4,3,0,0,0,none,,
144,bobercad/app/rendering/trim-operation-icons.mjs,.mjs,95,1,4,6,0,0,0,none,,
145,bobercad/app/rendering/webgl/README.md,.md,19,0,0,0,0,0,0,none,,
146,bobercad/app/rendering/webgl/camera.mjs,.mjs,194,1,1,22,0,0,0,none,,
147,bobercad/app/rendering/webgl/colors.mjs,.mjs,20,0,3,3,0,0,0,none,,
148,bobercad/app/rendering/webgl/label-rotation.mjs,.mjs,19,1,1,1,0,0,0,none,,
149,bobercad/app/rendering/webgl/text-label-renderer.mjs,.mjs,260,3,1,20,0,0,0,none,,
150,bobercad/app/rendering/webgl/webgl-draw-utils.mjs,.mjs,110,0,1,12,0,0,0,none,,
151,bobercad/app/rendering/webgl/webgl-highlight-policy.mjs,.mjs,22,1,2,6,0,0,0,none,,
152,bobercad/app/rendering/webgl/webgl-object-preview.mjs,.mjs,288,4,1,33,0,0,0,none,,
153,bobercad/app/rendering/webgl/webgl-pick-color-state.mjs,.mjs,70,1,1,6,0,0,0,none,,
154,bobercad/app/rendering/webgl/webgl-picker.mjs,.mjs,351,2,1,24,0,0,0,none,,
155,bobercad/app/rendering/webgl/webgl-programs.mjs,.mjs,177,0,1,7,0,0,0,none,,
156,bobercad/app/rendering/webgl/webgl-render-orchestrator.mjs,.mjs,885,9,1,68,0,0,0,none,,
157,bobercad/app/rendering/webgl/webgl-view-state.mjs,.mjs,50,1,6,6,0,0,0,none,,
158,bobercad/app/rendering/webgl/webgl-viewer-controls.mjs,.mjs,366,0,1,18,0,0,0,none,,
159,bobercad/app/rendering/webgl/webgl-viewer-runtime.mjs,.mjs,936,11,1,94,0,0,0,none,,
160,bobercad/app/schemas/api-register.schema.json,.json,34,0,0,0,0,0,0,none,,
161,bobercad/app/schemas/fastener-library.schema.json,.json,276,0,0,0,0,0,0,none,,
162,bobercad/app/schemas/frame-library.schema.json,.json,233,0,0,0,0,0,0,none,,
163,bobercad/app/schemas/material-library.schema.json,.json,124,0,0,0,0,0,0,none,,
164,bobercad/app/schemas/profile-library.schema.json,.json,281,0,0,0,0,0,0,none,,
165,bobercad/app/schemas/project.schema.json,.json,3616,0,0,0,0,0,0,none,,
166,bobercad/app/schemas/rule-pack.schema.json,.json,70,0,0,0,0,0,0,none,,
167,bobercad/app/schemas/smart-component-register.schema.json,.json,28,0,0,0,0,0,0,none,,
168,bobercad/app/schemas/smart-component.schema.json,.json,584,0,0,0,0,0,0,none,,
169,bobercad/app/schemas/ui-workspace.schema.json,.json,365,0,0,0,0,0,0,none,,
170,bobercad/app/schemas/viewer-settings.schema.json,.json,887,0,0,0,0,0,0,none,,
171,bobercad/app/ui/commands/bottom-strip-metadata.mjs,.mjs,54,0,5,9,0,0,0,none,,
172,bobercad/app/ui/commands/command-group-metadata.mjs,.mjs,109,0,11,11,0,0,0,none,,
173,bobercad/app/ui/commands/command-palette-metadata.mjs,.mjs,28,0,4,1,0,0,0,none,,
174,bobercad/app/ui/commands/command-registry.mjs,.mjs,451,4,20,11,0,0,0,none,,
175,bobercad/app/ui/commands/data-dock-metadata.mjs,.mjs,63,0,17,2,0,0,0,none,,
176,bobercad/app/ui/commands/data-surface-metadata.mjs,.mjs,166,0,9,19,0,0,0,none,,
177,bobercad/app/ui/commands/inspector-dock-metadata.mjs,.mjs,56,0,17,3,0,0,0,none,,
178,bobercad/app/ui/commands/inspector-editable-object-property-metadata.mjs,.mjs,718,2,2,61,0,0,0,none,,
179,bobercad/app/ui/commands/inspector-property-metadata.mjs,.mjs,1118,5,38,104,0,0,0,none,,
180,bobercad/app/ui/commands/inspector-support-object-property-metadata.mjs,.mjs,608,1,1,65,0,0,0,none,,
181,bobercad/app/ui/commands/left-dock-result-metadata.mjs,.mjs,236,5,4,23,0,0,0,none,,
182,bobercad/app/ui/commands/model-browser-metadata.mjs,.mjs,58,0,10,9,0,0,0,none,,
183,bobercad/app/ui/commands/model-collection-metadata.mjs,.mjs,227,0,14,31,0,0,0,none,,
184,bobercad/app/ui/commands/project-data-metadata.mjs,.mjs,74,0,7,10,0,0,0,none,,
185,bobercad/app/ui/commands/settings-strip-metadata.mjs,.mjs,101,0,10,22,0,0,0,none,,
186,bobercad/app/ui/commands/smart-component-browser-metadata.mjs,.mjs,126,0,17,19,0,0,0,none,,
187,bobercad/app/ui/commands/snap-metadata.mjs,.mjs,81,0,9,11,0,0,0,none,,
188,bobercad/app/ui/commands/trim-operation-metadata.mjs,.mjs,25,0,4,5,0,0,0,none,,
189,bobercad/app/ui/commands/view-metadata.mjs,.mjs,142,0,12,12,0,0,0,none,,
190,bobercad/app/ui/controls/snap-settings-control.mjs,.mjs,122,2,1,13,11,0,0,none,,
191,bobercad/app/ui/design-system/command-palette.css,.css,297,0,0,0,0,0,0,none,,
192,bobercad/app/ui/design-system/components.css,.css,5,0,0,0,0,0,0,none,,
193,bobercad/app/ui/design-system/panels-and-controls.css,.css,1455,0,0,0,0,0,0,none,,
194,bobercad/app/ui/design-system/theme-dark.css,.css,37,0,0,0,0,0,0,none,,
195,bobercad/app/ui/design-system/theme-light.css,.css,36,0,0,0,0,0,0,none,,
196,bobercad/app/ui/design-system/tokens.css,.css,158,0,0,0,0,0,0,none,,
197,bobercad/app/ui/design-system/toolbar.css,.css,308,0,0,0,0,0,0,none,,
198,bobercad/app/ui/design-system/ui-elements.mjs,.mjs,1103,2,33,93,81,0,0,none,,
199,bobercad/app/ui/design-system/workspace-customizer.css,.css,575,0,0,0,0,0,0,none,,
200,bobercad/app/ui/icons/icon-registry.mjs,.mjs,526,0,2,2,2,0,0,none,,
201,bobercad/app/ui/shell/command-palette.mjs,.mjs,438,3,2,44,27,0,0,none,,
202,bobercad/app/ui/shell/dock-tabs.css,.css,345,0,0,0,0,0,0,none,,
203,bobercad/app/ui/shell/dock-tabs.mjs,.mjs,195,2,1,33,6,0,0,none,,
204,bobercad/app/ui/shell/feature-navbar.css,.css,284,0,0,0,0,0,0,none,,
205,bobercad/app/ui/shell/feature-navbar.mjs,.mjs,315,2,1,38,13,0,0,none,,
206,bobercad/app/ui/shell/inspector-dock.css,.css,212,0,0,0,0,0,0,none,,
207,bobercad/app/ui/shell/inspector-dock.mjs,.mjs,264,2,1,42,9,0,0,none,,
208,bobercad/app/ui/shell/status-bar.mjs,.mjs,315,5,1,38,8,0,0,none,,
209,bobercad/app/ui/shell/workspace-customizer-commands.mjs,.mjs,281,5,5,23,0,0,0,none,,
210,bobercad/app/ui/shell/workspace-customizer-dialog.mjs,.mjs,831,6,1,98,36,0,0,none,,
211,bobercad/app/ui/shell/workspace-customizer-file-io.mjs,.mjs,43,2,3,5,5,0,0,none,,
212,bobercad/app/ui/shell/workspace-customizer-labels.mjs,.mjs,12,1,2,3,0,0,0,none,,
213,bobercad/app/ui/shell/workspace-customizer-manager.mjs,.mjs,1129,9,1,94,11,0,0,none,,
214,bobercad/app/ui/shell/workspace-customizer-mount.mjs,.mjs,232,4,1,36,4,0,0,none,,
215,bobercad/app/ui/shell/workspace-customizer-ordering.mjs,.mjs,147,1,12,18,0,0,0,none,,
216,bobercad/app/ui/shell/workspace-customizer-panel-dock.mjs,.mjs,98,2,9,13,0,0,0,none,,
217,bobercad/app/ui/shell/workspace-customizer-panel.mjs,.mjs,6,5,5,0,0,0,0,none,,
218,bobercad/app/ui/shell/workspace-customizer-state.mjs,.mjs,628,4,1,111,1,0,0,none,,
219,bobercad/app/ui/shell/workspace-customizer-toolbar-dom.mjs,.mjs,222,3,9,33,5,0,0,none,,
220,bobercad/app/ui/shell/workspace-shell.css,.css,1024,0,0,0,0,0,0,none,,
221,bobercad/app/ui/shell/workspace-storage.mjs,.mjs,185,0,15,17,5,0,0,none,,
222,bobercad/app/ui/viewer/README.md,.md,30,0,0,0,0,0,0,none,,
223,bobercad/app/ui/viewer/dimensions/README.md,.md,11,0,0,0,0,0,0,none,,
224,bobercad/app/ui/viewer/dimensions/dimension-edit-controller.mjs,.mjs,233,4,1,25,0,0,0,none,,
225,bobercad/app/ui/viewer/dimensions/dimension-overlay-ui.mjs,.mjs,574,3,1,81,24,0,0,none,,
226,bobercad/app/ui/viewer/index.html,.html,63,0,0,0,0,0,0,none,,
227,bobercad/app/ui/viewer/member-transform-panel.css,.css,86,0,0,0,0,0,0,none,,
228,bobercad/app/ui/viewer/model-browser.css,.css,4,0,0,0,0,0,0,none,,
229,bobercad/app/ui/viewer/model-browser.mjs,.mjs,294,0,2,38,0,0,0,none,,
230,bobercad/app/ui/viewer/nav-cube.css,.css,279,0,0,0,0,0,0,none,,
231,bobercad/app/ui/viewer/nav-cube.mjs,.mjs,353,2,4,29,5,0,0,none,,
232,bobercad/app/ui/viewer/panels/contributions/plate-sketch-inspector.mjs,.mjs,922,1,1,103,0,0,0,none,,
233,bobercad/app/ui/viewer/panels/contributions/smart-component-properties.mjs,.mjs,26,1,1,4,0,0,0,none,,
234,bobercad/app/ui/viewer/panels/feature-editor-panel.mjs,.mjs,122,5,1,23,0,0,0,none,,
235,bobercad/app/ui/viewer/panels/generated-properties-panel.mjs,.mjs,358,2,2,53,3,0,0,none,,
236,bobercad/app/ui/viewer/panels/generated-property-bindings.mjs,.mjs,148,0,3,40,0,0,0,none,,
237,bobercad/app/ui/viewer/panels/inspector-panel.mjs,.mjs,1098,17,1,252,0,0,0,none,,
238,bobercad/app/ui/viewer/panels/inspector-property-bindings.mjs,.mjs,269,1,2,104,0,0,0,none,,
239,bobercad/app/ui/viewer/panels/inspector-scene-metrics.mjs,.mjs,110,2,2,15,0,0,0,none,,
240,bobercad/app/ui/viewer/panels/member-transform-panel.mjs,.mjs,182,3,1,18,0,0,0,none,,
241,bobercad/app/ui/viewer/panels/panel-elements.mjs,.mjs,879,1,42,123,49,0,0,none,,
242,bobercad/app/ui/viewer/panels/trim-joint-editor-panel.mjs,.mjs,721,9,1,103,11,0,0,none,,
243,bobercad/app/ui/viewer/project-data-panel.css,.css,5,0,0,0,0,0,0,none,,
244,bobercad/app/ui/viewer/project-data-panel.mjs,.mjs,350,1,1,48,0,0,0,none,,
245,bobercad/app/ui/viewer/project-files-panel.mjs,.mjs,247,0,1,33,1,0,0,none,,
246,bobercad/app/ui/viewer/smart-component-browser.mjs,.mjs,340,0,1,32,0,0,0,none,,
247,bobercad/app/ui/viewer/smart-component-parameter-ui-style.mjs,.mjs,222,0,1,1,3,0,0,none,,
248,bobercad/app/ui/viewer/smart-component-parameter-ui.mjs,.mjs,1015,5,1,128,11,0,0,none,,
249,bobercad/app/ui/viewer/smart-component-ui-loader.mjs,.mjs,12,1,1,4,0,0,0,none,,
250,bobercad/app/ui/viewer/style.css,.css,18,0,0,0,0,0,0,none,,
251,bobercad/app/ui/viewer/toolbar/modeling-toolbar.mjs,.mjs,176,5,1,12,3,0,0,none,,
252,bobercad/app/ui/viewer/viewer-app-controller.mjs,.mjs,154,0,1,22,0,0,0,none,,
253,bobercad/app/ui/viewer/viewer-authoring-overlays.css,.css,715,0,0,0,0,0,0,none,,
254,bobercad/app/ui/viewer/viewer-canvas.css,.css,50,0,0,0,0,0,0,none,,
255,bobercad/app/ui/viewer/viewer-command-adapter.mjs,.mjs,95,4,2,19,0,0,0,none,,
256,bobercad/app/ui/viewer/viewer-command-registration.mjs,.mjs,663,4,1,115,0,0,0,none,,
257,bobercad/app/ui/viewer/viewer-dom-runtime.mjs,.mjs,192,2,1,16,0,0,0,none,,
258,bobercad/app/ui/viewer/viewer-editor-panels.css,.css,184,0,0,0,0,0,0,none,,
259,bobercad/app/ui/viewer/viewer-qa-bridge.mjs,.mjs,664,7,2,58,25,0,0,none,,
260,bobercad/app/ui/viewer/viewer-render-scheduler.mjs,.mjs,349,8,5,61,15,0,0,none,,
261,bobercad/app/ui/viewer/viewer-runtime.mjs,.mjs,935,38,0,130,35,0,0,none,,
262,bobercad/app/ui/viewer/viewer-settings-strip.css,.css,325,0,0,0,0,0,0,none,,
